"Longitude";"Latitude";"Elevation";"Canopy_h";"Cloud_Flag_Atm";"Night_Flag";"Terrain_Slope";"Segment_Landcover";"Segment_Watermask";"MSW_Flag";"rh10";"rh15";"rh20";"rh25";"rh30";"rh35";"rh40";"rh45";"rh50";"rh55";"rh60";"rh65";"rh70";"rh75";"rh80";"rh85";"rh90";"rh95";"layer";"path";"X";"class";"vv";"vh";"b2";"b3";"b4";"b8";"b11";"b12";"geometry"
"1";102.66763;12.209535;-18.055771;17.841166;1;1;0.011403289;112;0;3;0.64656067;0.73585129;0.79893112;0.88426208;0.90943527;0.94402695;0.99546814;1.0378666;1.0728855;1.1090698;1.1779766;1.5002117;1.6643925;1.8327122;5.212121;8.3349104;13.295191;14.366668;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";1;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.667633056641, 12.2095346450806)
"2";102.66754;12.208632;-17.86965;11.283104;1;1;-0.010405288;112;0;3;0.70900154;0.82564354;0.95881844;1.2321587;1.5687294;2.1753912;2.9058228;3.2727766;5.1441526;5.7137375;5.7898436;6.749918;7.3259268;7.8635483;8.6933384;9.1860437;9.4086924;10.347843;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";2;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.667541503906, 12.2086324691772)
"3";102.66745;12.20773;-17.03319;17.135063;1;1;0.0065511637;112;0;3;0.59671783;0.64486313;0.68170547;0.7365303;0.81733704;0.96602249;1.0840988;1.2572746;1.9530191;5.4207258;6.2583323;7.4032021;8.1456547;8.599966;9.7918882;10.485751;12.0049;15.537745;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";3;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.667449951172, 12.2077302932739)
"4";102.66736;12.206828;-13.691752;3.4028235e+38;1;1;0.093599498;116;0;3;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";4;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.667358398438, 12.2068281173706)
"5";102.66727;12.205927;-7.8934374;3.4028235e+38;1;1;0.030586198;116;0;3;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";5;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.667266845703, 12.2059268951416)
"6";102.66717;12.205025;-1.4677807;18.905212;1;1;0.047500245;112;0;3;1.4285376;6.7729459;8.8187656;11.53702;12.634098;14.129243;14.441355;14.727988;15.116757;16.12097;16.457224;16.659384;16.736639;17.055799;17.389881;17.655802;18.1821;18.439322;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";6;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.667167663574, 12.2050247192383)
"7";102.66708;12.204123;-8.9843197;20.589607;1;1;-0.07740657;112;0;3;1.4215569;1.8418294;3.0062432;4.2473049;6.9558225;7.7345085;8.7822361;10.455907;11.703868;12.63967;13.571445;14.456549;15.887471;17.108324;17.819033;17.988623;19.034786;20.007689;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";7;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.667083740234, 12.204122543335)
"8";102.66699;12.20322;-10.949352;16.008633;1;1;-0.03335334;112;0;3;0.83257294;7.3775735;8.861763;10.359419;11.427439;11.885325;12.224552;12.669465;13.033031;13.2092;13.577481;13.940964;14.105832;14.412638;14.573086;14.900773;15.137038;15.59243;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";8;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.6669921875, 12.2032203674316)
"9";102.6669;12.202318;-12.467667;24.449009;1;1;0.087076932;112;0;3;1.7740469;2.4132824;2.7820358;3.1194677;3.9349291;5.1606474;7.6272674;10.266133;10.717833;11.371892;12.932025;15.186867;16.155535;18.542837;19.453678;20.916618;22.421041;23.791349;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";9;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666900634766, 12.2023181915283)
"10";102.66681;12.201416;-6.0049028;21.921066;1;1;-0.083047412;112;0;3;1.2431035;1.7849684;1.8074279;2.077632;7.7961411;8.1009789;11.608485;12.523072;12.894793;13.235615;14.269495;16.694038;18.312136;19.057972;20.279993;20.49004;20.767063;21.409569;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";10;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666809082031, 12.201416015625)
"11";102.66672;12.200514;-14.47919;19.42897;1;1;-0.070592493;112;0;3;0.77161026;0.9285717;11.010216;11.571059;12.642711;12.949086;13.295074;14.125905;14.494158;15.274142;15.502569;15.866526;16.173479;16.263325;16.527071;16.709667;17.531967;18.547693;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";11;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666717529297, 12.2005138397217)
"12";102.66663;12.199612;-16.038595;17.115818;1;1;-0.015922306;112;0;3;1.3192406;2.2617741;2.6909113;3.7475424;5.3194637;6.8407116;11.823255;12.464771;12.928743;13.144334;13.599246;13.783414;14.395166;14.542764;15.249357;16.176336;16.549116;16.670534;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";12;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666625976562, 12.1996116638184)
"13";102.66654;12.198709;-19.155779;10.996194;1;1;-0.014731456;122;0;3;0.66168594;0.70033455;0.82561684;0.93439293;1.2107677;1.7329922;1.8997231;2.1051846;2.2009258;2.9127922;3.6343555;3.7780275;3.9669733;4.5373535;4.6830816;6.4331455;6.5332861;10.659532;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";13;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666542053223, 12.1987085342407)
"14";102.66644;12.197807;-20.115301;9.5921907;1;1;0.0016242494;122;0;3;0.79335022;0.86641884;0.97165871;1.0754967;1.2440224;1.4365234;1.5974979;2.5034332;2.57691;2.9200268;3.0951729;3.8131104;4.2770147;4.9751024;5.5514259;6.5765553;7.3170128;8.5454178;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";14;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666442871094, 12.1978073120117)
"15";102.66636;12.196905;-18.404638;24.799833;1;1;0.045118116;112;0;3;0.69100952;0.81348801;0.91986656;1.4726105;1.9073267;2.0047646;2.4703302;7.4489994;9.2471123;9.9499712;12.972277;15.079929;17.886124;19.816664;20.638557;21.945747;22.828182;24.285984;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";15;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666358947754, 12.1969051361084)
"16";102.66627;12.196002;-17.198227;27.881111;1;1;0.016316539;112;0;3;0.66535378;0.92770576;1.201683;1.4325933;1.4924603;1.6734047;2.0550661;5.8549881;8.583334;11.749395;12.471745;13.076496;13.732723;16.558908;18.704222;24.177359;25.47863;26.635181;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";16;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.66626739502, 12.1960020065308)
"17";102.66618;12.1951;-5.1778612;25.352814;1;1;0.057800755;112;0;3;1.1942124;1.6505263;2.0879874;3.1036017;13.211334;14.3441;15.200685;16.108477;17.06538;18.453112;18.943523;19.481842;19.969707;21.138622;21.84601;22.491211;23.345757;24.139545;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";17;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666175842285, 12.1950998306274)
"18";102.66608;12.194199;2.7872159;22.395737;1;1;0.019131739;112;0;3;0.63390088;0.78963542;1.0042892;1.0856097;1.1948094;1.6061393;2.0190268;7.6386318;14.60244;15.831544;16.882856;18.160688;19.029078;19.457806;20.13434;20.679064;21.415264;22.237667;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";18;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.666076660156, 12.1941986083984)
"19";102.66599;12.193296;3.3414042;17.002579;1;1;-0.018027615;112;0;3;0.9841131;4.5348048;8.4240141;9.8438282;10.391446;12.027678;12.930476;13.542673;13.834606;14.173218;14.364309;14.762306;15.016329;15.09478;15.655878;15.88264;16.3715;16.521795;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";19;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665985107422, 12.1932964324951)
"20";102.6659;12.192393;-2.5504248;17.394146;1;1;-0.057870008;112;0;3;10.119265;11.796248;12.181005;12.318995;12.549353;12.593916;12.84522;13.177554;13.33148;13.835266;14.164799;14.314366;14.411598;14.587315;14.874107;15.296488;15.816677;16.496223;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";20;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665901184082, 12.1923933029175)
"21";102.66581;12.191491;-8.3634605;19.012381;1;1;-0.033598829;112;0;3;1.4435077;3.406158;3.8824086;6.081419;8.5849791;9.9825459;11.249318;13.741451;13.881742;14.460332;15.175206;15.602703;16.08609;17.541771;17.754612;17.985752;18.385191;18.756443;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";21;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665809631348, 12.1914911270142)
"22";102.66572;12.190589;-10.062428;13.409985;1;1;0.048117049;112;0;3;0.70249844;0.75213051;1.0690012;1.7732143;1.8551998;2.1389809;2.3676438;2.5089169;2.6165142;2.7514944;2.9870877;3.1813149;3.3734398;3.7203131;4.3457112;6.0342155;10.980564;13.349251;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";22;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665718078613, 12.1905889511108)
"23";102.66563;12.189687;-6.6324773;13.621132;1;1;-0.044921603;122;0;3;0.57489014;0.6097784;0.63858891;0.72004843;0.75529623;0.89562082;1.9137416;2.6670966;3.0765047;3.6333814;4.392199;5.1921864;5.3031092;6.0913115;6.5647125;10.036652;11.811552;12.570979;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";23;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665626525879, 12.1896867752075)
"24";102.66554;12.188785;-16.801411;10.173889;1;1;-0.065621488;112;0;3;0.64004135;0.81698036;0.88306618;0.98045158;1.0349846;1.1305199;1.3026066;1.3563404;1.4288616;2.544755;3.1001377;3.8849344;4.2439384;4.9655743;5.1544933;5.8646822;6.7847376;9.0552702;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";24;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665542602539, 12.1887845993042)
"25";102.66545;12.187882;-17.497831;13.296181;1;1;0.0040799137;122;0;3;3.096837;3.6337175;4.187191;4.5148735;4.9329004;5.4602108;5.8214731;6.1789751;6.540678;6.7679729;7.1892424;7.6693497;8.6407585;8.8697748;9.359067;11.148766;12.026764;12.347961;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";25;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665451049805, 12.1878824234009)
"26";102.66537;12.18698;-17.976006;5.2029114;1;1;-0.011671506;122;0;3;0.63826752;0.85264778;0.95598221;1.0961266;1.1582508;1.1975727;1.2922096;1.3972902;1.5040674;1.5752869;1.7261705;1.8016453;1.886075;2.0342903;2.0908289;2.5442905;2.7520361;3.1378441;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";26;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665367126465, 12.1869802474976)
"27";102.66527;12.186078;-18.910984;9.4199142;1;1;-0.013560022;126;0;3;0.74480629;0.82007217;1.048214;1.662508;2.1549664;2.5181465;2.9969225;3.2306185;3.2691822;3.2921791;3.3404627;3.5665569;3.6539402;3.6784382;3.8878431;7.1912298;7.8436632;8.7994146;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";27;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665267944336, 12.1860780715942)
"28";102.66518;12.185176;-18.911789;10.969808;1;1;-0.0031151536;126;0;3;0.65299225;0.77796364;1.4897022;2.0833702;2.46381;2.6886864;3.2315741;3.3160706;3.5394516;4.2411852;5.6547003;7.1491833;7.9208155;8.385006;8.9118128;8.9326324;9.8808088;10.191528;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";28;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665176391602, 12.1851758956909)
"29";102.66508;12.184274;-19.142809;3.4028235e+38;1;1;-0.0025440732;40;0;3;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";29;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.665084838867, 12.1842737197876)
"30";102.66499;12.183372;-19.376665;8.7949305;1;1;-0.0058914172;126;0;3;0.84664345;0.90986061;1.0729027;1.4311848;1.7260151;1.8080273;1.9192104;2.1699715;3.1532612;4.6554842;4.8984108;5.3397074;5.5145311;5.8832655;6.6804018;7.2512808;7.6753521;8.3488798;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";30;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.664993286133, 12.1833715438843)
"31";102.6649;12.182469;-18.785601;10.865824;1;1;-0.01951413;126;0;3;0.61216164;0.65517426;0.69542313;0.81025124;0.82982063;0.86514664;0.97994041;1.0815926;1.1927986;1.2962875;1.4332485;1.5525131;2.6088276;5.2424364;6.2996759;6.8266115;7.5189619;10.40836;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";31;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.664901733398, 12.182469367981)
"32";102.66481;12.181567;-19.525307;3.4028235e+38;1;1;0.00026256233;126;0;3;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;3.4028235e+38;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";32;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.664810180664, 12.1815671920776)
"33";102.66473;12.180664;-19.256344;10.123323;1;1;-0.0056752157;40;0;3;0.74714851;0.92547798;1.1610432;1.2491474;1.2922211;1.3575249;1.435833;1.5539436;1.61166;1.6875496;1.7369938;1.8291893;2.1305828;2.4492302;2.7835884;2.8590431;2.9755325;8.5597963;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";33;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.664726257324, 12.1806640625)
"34";102.66463;12.179762;-20.393007;5.6679735;1;1;-0.0043354211;90;0;3;0.54992485;0.71061325;0.71061325;0.77066612;0.77066612;0.88046074;0.88046074;2.8612099;2.8612099;4.0382843;4.0382843;4.2967873;4.2967873;5.2655373;5.2655373;5.5501566;5.5501566;5.6679735;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";34;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.66463470459, 12.1797618865967)
"35";102.66454;12.178861;-19.608675;3.3099327;1;1;0.022377566;40;0;3;0.99093246;1.1615429;1.3157902;1.4141102;1.5021458;1.6401501;1.8008709;1.8123932;1.934082;2.0226612;2.1237011;2.1547165;2.5295429;2.6231461;2.8651867;2.9411125;2.9640388;3.0041122;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";35;0;NA;NA;NA;NA;NA;NA;NA;NA;c(102.664543151855, 12.1788606643677)
"36";102.66445;12.177958;-19.242456;6.6049919;1;1;0.0012932321;126;0;3;1.281086;1.2864704;1.3096867;1.314661;1.3428612;1.3488369;1.3938694;1.4126949;1.4571533;1.4741077;1.4937935;1.5480003;1.5685101;1.5921841;1.6933556;1.7859135;1.9322624;5.1121168;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";36;6;-19.0260276794434;-23.9952907562256;0.095600001513958;0.0804499983787537;0.0535999983549118;0.0595499984920025;0.0379000008106232;0.0211999993771315;c(102.664451599121, 12.1779584884644)
"37";102.66436;12.177056;-18.185114;9.0142822;1;1;0.0043102973;126;0;3;0.62476921;0.68802071;0.72905922;0.80710793;0.97422791;1.048811;1.1116829;1.2292709;1.4820232;1.6058693;1.703455;2.4624176;3.178628;4.2820015;6.2079153;7.2304306;8.0119629;8.2427073;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";37;5;-8.85920333862305;-15.0744180679321;0.0962999984622002;0.0931999981403351;0.0542999990284443;0.308899998664856;0.167050004005432;0.0618500001728535;c(102.664360046387, 12.177056312561)
"38";102.66427;12.176154;-19.76494;8.6506205;1;1;0.0031962954;112;0;3;1.3858471;1.6156254;1.9852409;2.426012;3.7148161;4.4684973;4.7615385;5.7040329;5.8166285;6.0336294;6.2857504;6.6842327;6.7224035;6.8869305;7.0250769;7.1720848;7.5924931;7.9677153;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";38;5;-7.86890172958374;-13.9569320678711;0.0965500026941299;0.093299999833107;0.0518000014126301;0.301649987697601;0.110449999570847;0.0357000008225441;c(102.664268493652, 12.1761541366577)
"39";102.66418;12.175252;-19.507259;9.4055357;1;1;0.0013574836;116;0;3;1.8713646;2.4274216;2.7821751;3.1570187;3.6879883;4.1530523;4.4083576;4.8550549;5.2877665;5.3857279;5.7140789;5.7481813;5.8943539;6.0253534;6.5316668;6.7814045;7.0216198;7.3201256;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";39;5;-8.23325443267822;-13.7637882232666;0.0968500003218651;0.0920500010251999;0.0502999983727932;0.290149986743927;0.116049997508526;0.0464500002563;c(102.664176940918, 12.1752519607544)
"40";102.66409;12.17435;-21.031532;10.182516;1;1;0.0010547086;116;0;3;2.5224628;3.3478336;3.4654617;3.7174911;4.0142574;4.1563272;4.3290892;4.4671888;4.6728802;4.8848124;6.0980577;6.304141;7.0184364;7.3794079;7.9056149;8.2279301;8.5093203;9.2469435;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";40;5;-7.81669521331787;-13.8253679275513;0.089699998497963;0.0870499983429909;0.0452000014483929;0.303250014781952;0.109600000083447;0.0351499989628792;c(102.664085388184, 12.1743497848511)
"41";102.66399;12.173448;-19.611635;6.9301329;1;1;0.00064633827;116;0;3;1.1765194;1.9584904;2.1445065;2.3977928;3.0171089;3.3062248;3.5042171;3.8443317;3.9591055;4.0749788;4.340435;4.4738159;4.5685377;4.7443466;4.9596796;5.133647;5.5392046;6.2100496;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";41;4;-9.30887317657471;-14.2055883407593;0.0908000022172928;0.0857499986886978;0.0480500012636185;0.239950001239777;0.0948000028729439;0.0344999991357327;c(102.663993835449, 12.1734476089478)
"42";102.6639;12.172545;-19.47193;5.3710556;1;1;0.00054197549;116;0;3;1.259922;2.0597363;2.2086716;2.3688908;2.7593155;2.8400555;3.0862541;3.2083969;3.3464661;3.5715151;3.7448568;4.0306749;4.183238;4.3164797;4.3875189;4.5338449;4.7400408;5.0822725;"145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered";"H:/02 MSc/MASTER 2025/JGSEE/Paper/output_filtered/content/data_icesat2/output/145812169_ATL08_20190106164028_01410207_007_01_subsetted_gt1l_filtered.geojson";42;4;-8.38008785247803;-14.1819620132446;0.091499999165535;0.0837500020861626;0.049100000411272;0.23199999332428;0.0888999998569489;0.0335999988019466;c(102.663902282715, 12.1725454330444)
